label,meeting_date,meeting_no,ministry,topic,news_count,question_type,evidence_score,candidate_score,top_title,question_text
약함,2025-09-16,42,교육부,고교학점제·안착을·위한,1,대안 요구,3,0.588,"최교진 부총리, 고교학점제 안착을 위한 간담회","좋은 지적임. 전에는 좋은 자원을 뽑아 교육훈련을 시켜서 썼는데, 요즘은 기업 문화가 바뀌어서 교육훈련을 자기들이 안 하고 힘든 곳에서 고생해서 역량이 생긴 경력직으로 뽑아버림. 합리적인 측면도 있긴 하지만 또 한편으로는 가혹한 측면도 있음. 어쨌든 그것이 실질적으로 가능하도록 지원하는 걸 고민해야 할 것 같음. 이번에 저희가 기업 측에 부탁해서 청년들 신입 채용을 할 계획인데, 선의로만은 안 됨. 지방에 대한 어떤 지원이나 혜택을 줘야 함. 다음 교육부 보고로 넘어가겠음."
약함,2025-09-16,42,행정안전부,원주시·상하수도·개선,1,대안 요구,3,0.588,"원주시 상하수도 개선, 3년간 1300억원 투입 성과","지방 금융을 지원해서 활성화하고 성장시키는 방법, 지역 산업이나 기업들에게 금융상의 지원 혜택을 줄 수 있는 방법, 이런 것들도 금융 측면에서 안을 만들어 보시면 좋을 것 같음. 다른 의견 없으시면 의안심의로 넘어가겠음."
약함,2025-08-12,36,고용노동부,조국·사면·보수,1,대안 요구,3,0.588,"野, '조국 사면'에 일제히 반발…송언석 요청 '보수 인사' 포함에 ""비판...",이게 참 너무 많은 부처에 걸려있음. 고용노동부장관께서 다른 부처들의 필요한 실무자들을 불러 모아서 회의나 이런 것이 가능한지?
약함,2025-07-22,32,행정안전부,윤호중·호우·행정안전부,1,대안 요구,3,0.588,"윤호중 행안부 장관, 호우 피해 임시주거시설 위로 방문","산재사고도 매우 원시적이고, 특히 돈 벌겠다고 사람 목숨 희생시키는 것은 아예 상상을 못 하게 만들어야 되는데, 노동부에서 할 수 있는 일이 꽤 많이 있을 것임. 지금 산업안전보건 관리를 할 선제적 대응 인력 300명을 뽑으라고 지시해 놓은 상태이고, 지방정부 공무원들한테도 특사경 권한 부여가 필요한지 정리해서 특히 공장이나 건설이 많은 지역에는 지방공무원들도 담당하게 하고, 대신 사고 예방이 가능한데 사고가 난 경우는 책임을 물을 수 있는 근거를 만들어야 함. 노동부 장관이 각별히 노동문제에 관심이 높으실 테니까, “산재 사망률 1위” 이런 소리는 앞으로 안 나오도록 최대한 대처해 주시기 바람."
약함,2025-07-22,32,행정안전부,윤호중·충남·침수,1,대안 요구,3,0.588,"윤호중 행안부 장관, 충남 침수 피해 복구 점검","산재사고도 매우 원시적이고, 특히 돈 벌겠다고 사람 목숨 희생시키는 것은 아예 상상을 못 하게 만들어야 되는데, 노동부에서 할 수 있는 일이 꽤 많이 있을 것임. 지금 산업안전보건 관리를 할 선제적 대응 인력 300명을 뽑으라고 지시해 놓은 상태이고, 지방정부 공무원들한테도 특사경 권한 부여가 필요한지 정리해서 특히 공장이나 건설이 많은 지역에는 지방공무원들도 담당하게 하고, 대신 사고 예방이 가능한데 사고가 난 경우는 책임을 물을 수 있는 근거를 만들어야 함. 노동부 장관이 각별히 노동문제에 관심이 높으실 테니까, “산재 사망률 1위” 이런 소리는 앞으로 안 나오도록 최대한 대처해 주시기 바람."
약함,2025-06-10,25,기획재정부,경기회복·경기진작·속도감,1,대안 요구,3,0.588,"李대통령 ""경기회복·경기진작 위해 속도감 있게 추경 편성하라"" 지시","탄소배출권 제도로 하면 기업의 입장에서는 이해관계가 조성되는데, 물가 오르는 것에 대한 부담은 국민들이 질 것으로 생각함. 거기에 대해서 국민들의 부담을 지원해 주는 것은 없는지?"
약함,2025-09-09,41,국토교통부,수도권·lh·7일,2,현황 질문,3,0.542,"수도권 공공택지, LH 직접 시행",노사 대화를 통해 대타협을 해야 함. 신망 있고 열정 있는 사람이 필요하니 다른 부처에서도 경사노위 위원장을 추천 좀 해 주시기 바람. 그리고 산재 줄이는 건 열심히 하고 있는지? 국토부장관도 같이 다니고 있는지?
약함,2026-03-10,9,기획재정부,가격·교란·집중,1,현황 질문,3,0.508,"경찰, 석유 가격 교란 집중 단속…중동 대사관 경비 강화",최고 가격 결정 제도는 물가 안정법에 관한 법률인지?
약함,2026-01-27,3,금융위원회,기업은행장·노조·이슈,1,현황 질문,3,0.508,"기업은행장 ""노조 이슈, 빨리 끝날 것으로 기대""","정식 공무원이 아닌 기구의 특별사법경찰관은 금감원, 인터넷진흥원, 건강보험공단, 세 곳이 필요한 것으로 인정하고, 그러면 권한을 어느 정도까지 할 것인지에 대해 논의하면 되겠음. 금융위는 내부 절차를 거치면, 특사경이 검찰 승인 없이 인지해서 수사 개시를 할 수 있는지?"
약함,2026-01-27,3,행정안전부,박성재·법무부·김건희,1,현황 질문,3,0.508,'김건희 수사 무마' 박성재 전 법무부 장관 첫 공판 출석,특별사법경찰관은 기본적으로 수사 공무원이 아닌 일반 행정 공무원들에게 본인들의 사무에 대해서 필요한 수사를 할 수 있게 예외적으로 허용하고 있는 것임. 그런데 문제는 특정한 경우에 공무원이 아닌 민간인에게도 특별사법경찰 업무를 허용할 것인지 또 하나는 검사의 통제를 계속 유지할 것인지 또 어떤 경우에는 인지 수사를 제한해야 한다거나 수사 범위에 대해서도 이견이 있는 것 같음. 예를 들면 지적재산권을 담당하는 지식재산처는 기술 유출 분야에 대한 수사를 못 하게 되어 있는지?
약함,2025-12-16,54,국토교통부,양주시·덕정옥정선·제2차,1,현황 질문,3,0.508,"양주시, '덕정옥정선, 제2차 경기도 도시철도망 구축계획' 국토부 승인","사람들이 임대주택을 들어가면 “내가 언젠간 분양을 받겠지”라는 생각을 하고 있음. 반대로 생각을 바꿔서 역세권에 공공임대주택을 8평, 10평 빼곡하게 짓지 말고, 민간주택처럼 지어서 공공임대를 하면 “내가 여기 살면서 돈 벌어서 나가서 집 사야지”라고 생각해야 하는데, “내가 이 집 분양 받아야지” 이렇게 생각하니까 싸우는 것임. 분양 투쟁하고 분양 가격 투쟁하는 것을 바꿔야 함. 국토부 입장에서 보면 어떤지?"
약함,2025-12-09,53,기획재정부,원자력수소·기획·울진,1,예산/재정 확인,3,0.508,"[기획] '울진 원자력수소 국가산단' 어디까지 왔나...""이르면 2027년 3월...","정말 요란하고 일도 많았던 ‘25년이 저물어가고 있음. 앞으로 남은 3주 정도의 짧은 시간, 또 길지 않은 시간이지만 정부의 1시간은 5,200만 시간의 가치가 있다는 생각으로 다시 한번 신발 끈을 매주시기 바람. 11일 모레부터 300개에 가까운 정부의 전 부처, 산하 공공·유관 기관 등에 대한 업무보고가 진행될 것임. 이 업무보고를 통해서 민생 경제 회복, 또 국가 정상화에 속도를 내고 대한민국 대전환을 한 걸음이라도 더 앞당겨야 하겠음. 특히 국민의 알권리 존중, 또 투명한 국정운영 실현 원칙에 따라서 보안을 지켜야 할 사안을 빼고는 업무보고 내용 전반을 생중계할 생각임. 그래서 우리 국무위원들께서도 비공개 사안, 보안이 필요한 사안들은 별도로 보고를 준비해 주시기 바람. 전 국민 앞에 국정 현안과 청사진을 투명하게 제시한다는 마음가짐으로 업무보고를 잘 준비해 주시기 바람. 대통령한테 보고하는 것이 아니라, 국민에게 보고한다는 생각이 필요하겠음. 내년은 6대 핵심 분야 개혁을 "
약함,2025-12-09,53,기획재정부,kdi·연속·경기,1,예산/재정 확인,3,0.508,"KDI, 두 달 연속 '경기 개선' 평가…내수 회복에 반등 흐름 뚜렷","해외 시장 개척 과정에서 발생하는 법무 비용은 경영 비용의 핵심 요소 중 하나임. 그러나 국내에서는 이러한 비용의 중요성에 대한 인식이 아직 부족한 실정임. 특히 초반에는 법무 비용으로 전체 예산의 약 25%까지 할당하는 것으로 알려져 있는데, 이는 매우 높은 비율임. 이는 해외 진출 시 지적재산권 등록, 법적 방어 장치 구축, 침해 발생 시 단호한 소송 제기 등 철저한 준비 없이는 자사 기술과 제품이 쉽게 피해를 당할 수 있기 때문임. 따라서 수출 기업들에게 이러한 법무 절차와 대응 방안을 사전에 교육하고 체계를 마련해 주는 것이 필요할 것임."
약함,2025-12-09,53,기획재정부,kdi·연속·경기,1,예산/재정 확인,3,0.508,"KDI, 두 달 연속 '경기 개선' 평가…내수 회복에 반등 흐름 뚜렷","정부 광고는 국정홍보 효과를 창출해야 하나, 지금은 담당 기관 간 나눠 먹기식으로 인해 예산이 부적절하게 사용된다는 비판이 있음. 또한 악성 언론하고 악의적 권력이 손을 잡아서 국정을 왜곡시키고, 국가 운영의 근간을 흔들 수 있는 심각한 문제는 반드시 막아야 함. 이를 해결하기 위해서 집행 기준을 만들고, 정부 재정이 효율적으로 쓰일 수 있게 해야 함. 특히, 국무총리실에서 정부 재정이 제대로 쓰이고 있는지 감찰하시기 바람."
약함,2025-11-04,48,기획재정부,소상공인·판매전·구윤철,1,현황 질문,3,0.508,소상공인 판매전 부스 살펴보는 구윤철 기재부·한성숙 중기부 장관,그리고 일반 경제 전략 업무는 기재부 소관인지?
약함,2025-11-04,48,기획재정부,구윤철·한성숙·소상공인,1,현황 질문,3,0.508,"구윤철 기재부·한성숙 중기부 장관, 소상공인 동행 축제 방문",그리고 일반 경제 전략 업무는 기재부 소관인지?
약함,2025-10-14,45,기획재정부,명절·재고·털자,1,예산/재정 확인,3,0.508,명절 재고 털자… 대형마트 ‘포스트 추석’ 세일,"오늘은 얼굴 못 보던 분들이 아주 많이 오신 거 같음. 장관님들은 국정감사에 가셨나 봄. 국회가 여러 가지 일들을 하지만 정기국회의 국정감사는 제일 중요한 일 중의 하나임. 국회가 국민을 대신해서 하는 국정에 대한 감시, 행정부․사법부에 대한 견제 활동, 이것은 헌법이 정한 국회의 의무이고 권한인데, 우리 정부도 적극적으로 국회의 국정감사 업무에 협조하시기 바람. 몇 가지 말씀을 드리도록 하겠음. 캄보디아에서 최근 취업 사기 감금 범죄가 횡행하고 있음. 우리 국민들이 크게 피해를 입고 있음. 발표된 자료들을 보면 각국에서 체포된 사람들이 많은데, 우리나라가 5~6번째쯤 되는 것 같은데, 숫자가 적지 않은 것 같음. 그래서 우리 국민들이 캄보디아에서 감금된 피해자들에 대해서 걱정을 많이 하고 있음. 국민의 생명과 안전을 지키는 것이 정부의 가장 큰 책임임. 지금은 다른 무엇보다 피해자들을 보호하고, 사건 연루자들을 국내로 신속하게 송환해야 함. 관계 부처는 캄보디아 정부와 협의를 통해"
약함,2025-09-30,44,보건복지부,안동병원·apec·경북,1,예산/재정 확인,3,0.508,"'APEC 협력병원' 안동병원, 추석 연휴 비상진료체계 강화","국가정보자원관리원 화재 여파로 국민 불편이 이어지고 있음. 각 부처들은 조속한 시스템 정상화 그리고 혼란 최소화에 전력해 주시기 바람. 특히 행정망 공백을 악용한 해킹이나 피싱 등 범죄가 우려되니 예방을 위해서 총력을 기울여 주시기 바람. 이번 화재를 반면교사 삼아서 국민 안전과 보안 관련된 미비 사항을 선제적으로 점검하고, 보완해 주시기 바람. 제가 각 부처들에 각별히 강조 삼아 다시 한번 말씀드림. 시스템이 정상 작동하고 있을 거라고 우리는 보통 믿고 있는데, 그렇지 않는 경우가 많은 것 같음. 이건 사실 상상하기 어려운 일인데, 저로서도 정말 이해하기 어려운 상황임. 당연히 이중 운영 장치가 있어야 하는데, 민간기업들도 당연히 그렇게 하고 있는 것을, 하겠다고 말은 하고 지금까지 안 하고 있었다는 것을 모르는 제 잘못이기도 합니다만 어쨌든 각 부문에 이런 게 사실 많이 있을 가능성이 있음. 그래서 각 부처들은 소속과 산하기관들이 담당하는 업무 중에서 특히 보안, 국민 안전, 위"
